PC1,PC2,PC3,species
1.5711118942314541,-0.7509818531343668,0.2426432655832113,gentoo
-1.4833091430079917,0.6350160619423512,-1.0896990478295026,adelie
-1.572645777011043,0.9722086159564576,-0.8174415252335755,adelie
-0.44632721168409656,1.1005086647485445,-0.5302218523840805,adelie
-0.4982266867097704,0.2414220835749551,-0.47790444211091815,adelie
1.1046718658225283,-1.3104875704275945,0.4615220434297515,gentoo
0.328386486804157,2.605362850400343,0.4708042324744483,chinstrap
-0.5583347215672712,0.48008578667142127,0.7274398549713048,chinstrap
2.8723563798644185,0.30200257280947135,-0.4050069660309371,gentoo
-1.639934568060943,0.17440477436870322,0.10740009177073491,adelie
-0.7530280523174439,0.3974024671527381,-0.5633397153193614,adelie
2.346111994121779,-0.5286037409256539,-0.13342437858216744,gentoo
1.595772482336002,-0.7712512060266712,0.5970855586759205,gentoo
1.8169410025692574,-0.2626014959333847,-0.6052064904976742,gentoo
-0.629488689217101,-0.909879530669971,-0.22573971946408133,adelie
-0.24823876283453164,1.5806852868820653,0.59840341215018,chinstrap
-1.5038410559905653,0.20169484615672234,0.2413835770476403,adelie
-1.4444519831929787,-0.6465061545201836,-0.40721916488520044,adelie
-1.505660570539461,0.5533613696501296,1.1564492651319895,chinstrap
-1.6264248234775027,-0.7636461622959712,0.20421187651608258,adelie
-0.504240850397347,0.19030758758132532,0.7845642148181458,chinstrap
-1.4336375593795503,-0.4431688877678329,0.08299846949593559,adelie
1.6893818507190976,-1.1794572060985007,0.21318669041375415,gentoo
-1.8428103862246166,-0.9095089265897262,0.08750248110522924,adelie
-0.9925568464509648,0.11374909253834098,-0.6984565964612294,adelie
-0.08037283861798322,0.12050880841428385,-0.6457773820938796,adelie
-0.08672199526567523,0.7652076435751783,-0.7983535110548725,adelie
-0.5256920240496872,0.5426551514663154,1.2658323989417952,chinstrap
-1.066603620736337,-0.4961118128552933,0.30841567199175746,adelie
2.197370159702299,-0.623168457594055,0.04480073104987131,gentoo
-0.16399934325121948,1.1243469259383438,1.187401431838277,chinstrap
-2.1820812935564162,-0.5523607980377957,0.045508107959972906,adelie
-1.7344089123699755,0.20236705499655971,-0.07657023736545657,adelie
1.6921253281322328,-1.4384697057281939,-0.21139765252585058,gentoo
-0.8106968945365995,0.5953485780854896,-0.3379599953985964,adelie
-1.656465038369003,-0.32351492348632754,0.03491874947578833,adelie
0.08652765025295603,1.3053474107383904,0.7403286425554194,chinstrap
1.2662422839378762,-0.766746435889547,-0.17317892125538492,gentoo
-0.5079352607105531,1.526804666475759,-0.537601695580495,adelie
-1.8064697512202235,0.18540860924529196,-0.7403247411323102,adelie
-1.464522581940338,0.9465382777858383,-0.3178968306491601,adelie
-1.7650532728612747,0.03990676664325759,-0.5865069298871894,adelie
2.2629258558800207,0.2931286328585125,-0.4709973147705828,gentoo
1.8787306481776174,0.06979565761988188,-0.08818072520999959,gentoo
-2.5188759601466173,-0.10109330412389733,0.16803002187025545,adelie
-0.406273358429939,0.03535168121566617,0.8468731975335546,chinstrap
2.9413521804050284,0.02355665175169058,-0.09650159509024275,gentoo
2.726050779520875,0.35275183018099354,-0.21741764184914597,gentoo
-1.4627980454425475,-0.793088270991017,-0.5166923498904593,adelie
-1.5949994373951586,-0.4150795212083258,-0.3636202298849005,adelie
1.26619394283686,-0.9561730181277585,0.41345274631779616,gentoo
-1.0739134714670202,-0.42480723752036953,0.7985049416953166,chinstrap
1.1493769802561096,-0.8248206899161187,0.6087869294703203,gentoo
-1.4087719969886734,0.0029544345686685577,-1.3625708314679643,adelie
-2.1342903383592082,-0.9666011814887977,0.40417843595547726,adelie
-0.7768186454170829,1.3303350645867784,1.5683817014038284,chinstrap
-2.1502919620825067,-1.1613488064109165,0.5625465307682193,adelie
3.6086015889906005,0.9351837525822995,-0.09749145657336494,gentoo
3.019559949203159,0.4196170914042688,-0.7612694800983676,gentoo
-1.803392138983343,0.3752019464247256,0.19871072884651156,adelie
1.3847920510243,-1.6539646834749582,-0.20794978926732216,gentoo
2.8123566370912134,0.6282057866583195,0.17358907214103764,gentoo
2.1128306948360844,-0.29476740973013876,0.22599255437155213,gentoo
2.641414989246604,0.19653294559052475,-0.5337119441664017,gentoo
-1.3017607533133242,-0.44642349929870856,1.2405642398966754,chinstrap
-0.273087471896803,0.9228552248287752,0.004952058686783172,adelie
-0.8256418950439636,-0.5090793171233118,0.2589894247680546,adelie
-0.6706620752328815,1.3528763608390577,-1.0119707116873498,adelie
-1.1155839654097857,0.4998213429747102,-0.42278224951174176,adelie
-0.50890229471147,0.3410550254355582,-0.17975260946473337,adelie
-1.7301469297358267,-0.7219519053007719,-0.6833016862961823,adelie
-1.5481673662214048,-1.0814992332342437,0.16656861841676246,adelie
3.0056229534073506,0.6354468526521423,-0.32974581262514446,gentoo
2.7338613704194263,0.9818729532418495,-0.6549013570391329,gentoo
2.8241335771689813,0.4460207693674157,0.1098375417457989,gentoo
-1.3518488758893752,-1.3106154413107136,0.004303415648521274,adelie
2.977827113484571,-0.14982752888379297,-0.33207942896107584,gentoo
-0.9390855060242884,1.0293753203802667,0.39874173211884884,chinstrap
1.1234987903498188,-1.155926731240022,-0.28227312766941753,gentoo
-1.0021880088888602,1.3770072563089135,-1.1292703739933243,adelie
-1.6938460904212038,-1.252064831282449,0.6255003390418648,adelie
2.5745890442467636,-0.1711944622837604,-0.19232749759057066,gentoo
-0.14079217184667459,0.41678208417702645,-0.8875077790232921,adelie
3.5051563347686483,0.7041666811598584,-0.0009905205169019008,gentoo
-1.2293485695167494,-0.298132724433063,-0.44183155863064,adelie
-2.2374027386868924,-0.5886117617599691,-0.4505996840124702,adelie
-1.8127571347032887,-0.2306961709488688,-0.8443212275421935,adelie
2.040326108238839,-0.9280070591593805,0.45884469646526854,gentoo
-1.5666532747551534,-0.9736147439255388,0.33259727992848837,adelie
0.003933941820123154,1.6906631733514665,0.2110379076674087,chinstrap
2.449113790963239,-0.276495202672229,0.09707444489749467,gentoo
2.1056953211822935,-0.9557768059725102,0.34818699843166906,gentoo
1.8616404507633881,-0.8409600430506717,-0.13587976976490415,gentoo
1.2745641549329711,-1.2445376843094578,-0.03465955455715191,gentoo
-0.37283350770246815,1.5639856701043149,1.0501320974780566,chinstrap
0.35876742732269556,1.7903042695780174,0.6319377362517432,chinstrap
-2.290643534179647,-0.26464886001081456,0.08323696362737693,adelie
0.5989576103622521,1.3246051060371307,0.4003146345189743,chinstrap
-1.8617442819972483,-1.0716734204132132,-0.17543228875410338,adelie
-0.3314570360091798,1.469678436180235,1.0487978362173915,chinstrap
-0.8612475333150686,2.01191410341397,-0.473381673136941,adelie
-1.2486489859313827,-0.40575371951563527,0.37617696757744495,adelie
1.2627898166236369,-1.1426174652442311,0.7105126449121764,gentoo
-1.5389083777018222,-0.29750214640213785,0.24014189476351266,adelie
1.8955246170077211,-0.4780366889566581,-0.2081956563848989,gentoo
1.9293978470482653,-0.275469727553133,-0.2201484720000163,gentoo
-0.6607776373171179,0.5053009440768914,0.9805768730265437,chinstrap
